Index,description,milePost,publicVideoURL,lat,lon,routePrefix,routeSuffix,routeNumber,cameraCategories,cctvIp,commMode,opStatus,name,id,lastCachedDataUpdateTime
178,I-83 at Exit 18 Warren Rd,15.6,https://chart.maryland.gov/Video/GetVideo/57010d62007a0043004be2369e235daa,39.4721,-76.66201,IS,,83,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403024,57010d62007a0043004be2369e235daa,1729719295987
179,Frederick Rd (MD 355) at Germantown Rd (MD 118)(CAM 118),7.06,https://chart.maryland.gov/Video/GetVideo/0601b17800060075004d823633235daa,39.19205,-77.24327,MD,,118,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Frederick Rd (MD 355) at Germantown Rd (MD 118),0601b17800060075004d823633235daa,1729719295987
180,MD 5 AT NEWTOWNE NECK RD,28.09,https://chart.maryland.gov/Video/GetVideo/4400e8f9008c00070053fa36c4235c0a,38.30523,-76.65883,MD,,5,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,MD 5 AT  MD 243  (518005),4400e8f9008c00070053fa36c4235c0a,1729719295987
181,RWIS US 340 at MD 180,7.77,https://chart.maryland.gov/Video/GetVideo/3200a76b008000d30050fa36c4235c0a,39.356236,-77.582054,US,,340,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 340 AT MD 180,3200a76b008000d30050fa36c4235c0a,1729719295987
182,I-695 PRIOR TO CHESACO AVE,3.1,https://chart.maryland.gov/Video/GetVideo/b700e75ce1df03c4004a06363d235daa,39.312195,-76.50262,MD,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 PRIOR TO CHESACO,b700e75ce1df03c4004a06363d235daa,1729719295987
183,I-270 N OF DEMOCRACY,2.2,https://chart.maryland.gov/Video/GetVideo/10027e5800f700d700437a45351f0214,39.026596,-77.141365,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,315002,10027e5800f700d700437a45351f0214,1729719295987
184,MD 24 AT MD 165,21.04,https://chart.maryland.gov/Video/GetVideo/08010a4401e30024005cd336c4235c0a,39.672184,-76.40898,MD,,24,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 24 AT MD 165 (412003),08010a4401e30024005cd336c4235c0a,1729719295987
185,I-695 O/L AT EX 20 MD 140,15.88,https://chart.maryland.gov/Video/GetVideo/0f012c5400e000aa004e3436c4235c0a,39.38477,-76.73447,IS,,695,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-695 O/L AT EX 20 MD 140 (403041),0f012c5400e000aa004e3436c4235c0a,1729719295987
186,Columbia Pk (US 29) at Lockwood Dr (CAM 31),3.81,https://chart.maryland.gov/Video/GetVideo/1d01d54801280075004d823633235daa,39.032867,-77.002975,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Columbia Pk (US 29) at Lockwood Dr,1d01d54801280075004d823633235daa,1729719295987
187,I-95 S of Tydings Br. (C011) MP 90.0,104.66,https://chart.maryland.gov/Video/GetVideo/9d016d2b00e30039004606363d235daa,39.576416,-76.11875,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C011,9d016d2b00e30039004606363d235daa,1729719295987
188,US 50 E OF ST MARGARETS,49.84,https://chart.maryland.gov/Video/GetVideo/7e01ec5800f700d700437a45351f0214,39.02504,-76.4332,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,US 50 E OF ST MARGARETS (502001),7e01ec5800f700d700437a45351f0214,1729719295987
189,US 29 S AT MD 108,21.06,https://chart.maryland.gov/Video/GetVideo/6b002d0800d40002004b823633235daa,39.239655,-76.83728,US,,29,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,US 29 S AT MD 108 (713009),6b002d0800d40002004b823633235daa,1729719295987
190,US 301 HWN BRIDGE MM. 3.03,3.06,https://chart.maryland.gov/Video/GetVideo/7c017dc5004e00330063d336c4235c0a,38.369648,-76.96134,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE MM. 3.03 C-300,7c017dc5004e00330063d336c4235c0a,1729719295987
191,MD 295 2 MI SOUTH OF MD 198,12.96,https://chart.maryland.gov/Video/GetVideo/dfffda900085001b0058fa36c4235c0a,39.07686,-76.824905,MD,,295,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,502026,dfffda900085001b0058fa36c4235c0a,1729719295987
192,RWIS I-95 AT TYDINGS BRIDGE,105.96,https://chart.maryland.gov/Video/GetVideo/8800c7b6006a00d40050fa36c4235c0a,39.58471,-76.09813,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-95 AT TYDINGS BRIDGE,8800c7b6006a00d40050fa36c4235c0a,1729719295987
193,I-495 W of Ex 31 MD 97 Georgia Ave,9.8,https://chart.maryland.gov/Video/GetVideo/0b02795800f700d700437a45351f0214,39.013775,-77.05382,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,315009,0b02795800f700d700437a45351f0214,1729719295987
194,US 301 at MD 5,61.71,https://chart.maryland.gov/Video/GetVideo/ed001490006500cb004a02366d235daa,38.69497,-76.8719,MD,,5,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,US 301 AT MD 5,ed001490006500cb004a02366d235daa,1729719295987
195,US 50 AT MD 731 VIENNA TWR,102.61,https://chart.maryland.gov/Video/GetVideo/0901227b0096007b00488436cf235d0a,38.49882,-75.84787,US,,50,['Eastern Shore'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 AT MD 731 VIENNA TWR (109001),0901227b0096007b00488436cf235d0a,1729719295987
196,US 50 PAST EX 39B MD 552,48.74,https://chart.maryland.gov/Video/GetVideo/4f016345003e00b20061d336c4235c0a,38.975407,-76.2801,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,217010,4f016345003e00b20061d336c4235c0a,1729719295987
197,WPL C-511A at Gantry N-25,45.6,https://chart.maryland.gov/Video/GetVideo/1000babb0095004d0063d336c4235c0a,38.983578,-76.33597,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-511A at Gantry N-25,1000babb0095004d0063d336c4235c0a,1729719295987
198,RWIS I-68/SIDELING HILL,74.9,https://chart.maryland.gov/Video/GetVideo/c1ff9c0c00a100ab0050fa36c4235c0a,39.70993,-78.275734,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-68 AT SIDELING HILL,c1ff9c0c00a100ab0050fa36c4235c0a,1729719295987
199,I-695 E of Quarantine Rd (C051) MP 49.8,15.41,https://chart.maryland.gov/Video/GetVideo/e40037d1c47601b8004606363d235daa,39.20409,-76.55472,MD,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 E OF QUARANTINE RD (C-051),e40037d1c47601b8004606363d235daa,1729719295987
200,I-695 W of East Ordnance Rd (C049) MP 0.6,17.37,https://chart.maryland.gov/Video/GetVideo/7101276ec47601b8004606363d235daa,39.205883,-76.59067,MD,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 SOUTH OF CURTIS CREEK (C-049),7101276ec47601b8004606363d235daa,1729719295987
201,US 50 AT KENT NARROWS BRIDGE,50.9,https://chart.maryland.gov/Video/GetVideo/37003b8e0098007b00488436cf235d0a,38.96975,-76.24174,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,217002,37003b8e0098007b00488436cf235d0a,1729719295987
202,I-895 at Ritchie Spur (C047) MM 5.9,5.78,https://chart.maryland.gov/Video/GetVideo/db01192600680049004806363d235daa,39.229332,-76.624245,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 AT RITCHIE SPUR (C-047),db01192600680049004806363d235daa,1729719295987
203,I-270 & Germantown Rd (MD 118)(CAM 7),14.74,https://chart.maryland.gov/Video/GetVideo/8601655500f60074004d823633235daa,39.184135,-77.25554,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & Germantown Rd (MD 118),8601655500f60074004d823633235daa,1729719295987
204,MD 295 NB AT MD 175,18.86,https://chart.maryland.gov/Video/GetVideo/ed002d0f006200f20047833633235daa,39.140244,-76.75554,MD,,295,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,502007,ed002d0f006200f20047833633235daa,1729719295987
205,US 301 HWN BRIDGE M.M. 2.6,2.62,https://chart.maryland.gov/Video/GetVideo/dd008917005100330063d336c4235c0a,38.365963,-76.96755,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE M.M. 2.6 C-302,dd008917005100330063d336c4235c0a,1729719295987
206,RWIS I-70 at MD 27,67.7,https://chart.maryland.gov/Video/GetVideo/e0ffa81e00a200ab0050fa36c4235c0a,39.359795,-77.16743,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-70 AT MD 27,e0ffa81e00a200ab0050fa36c4235c0a,1729719295987
207,US 301 HWN BRIDGE G14,0.5,https://chart.maryland.gov/Video/GetVideo/7a00b9d800fe00320063d336c4235c0a,38.3611,-77.00542,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G14 C-316,7a00b9d800fe00320063d336c4235c0a,1729719295987
208,US 1B AT MD 24,9.14,https://chart.maryland.gov/Video/GetVideo/030006cc00b400580045e2369e235daa,39.52655,-76.35445,MD,,24,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 1B AT MD 24 (412008),030006cc00b400580045e2369e235daa,1729719295987
209,RWIS US 40 AT FRED/WASH CO. LINE,124.81,https://chart.maryland.gov/Video/GetVideo/7f01ae3d006200620053fa36c4235c0a,39.5373,-77.60681,US,,40,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-70 AT FRED/WASH CO. LINE,7f01ae3d006200620053fa36c4235c0a,1729719295987
210,ICC MD 200 WB E OF I-95 MM 18.6 (C225),18.67,https://chart.maryland.gov/Video/GetVideo/7f00d20700f400ae004e3336c4235c0a,39.07317,-76.90467,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200 WB E OF I-95 MM 18.6 (C-225),7f00d20700f400ae004e3336c4235c0a,1729719295987
211,I-95 S. North of Lapidum Rd MM 89.4 (C012),104.06,https://chart.maryland.gov/Video/GetVideo/60016c4b0054009e0061d336c4235c0a,39.5759,-76.13036,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 S, N. of Lapidum Rd (C-012)",60016c4b0054009e0061d336c4235c0a,1729719295987
212,RWIS MD 30 AT PA LINE,19.0,https://chart.maryland.gov/Video/GetVideo/a5ffabd8008200d30050fa36c4235c0a,39.71775,-76.91666,MD,,30,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 30 AT PA LINE,a5ffabd8008200d30050fa36c4235c0a,1729719295987
213,MD 702 EAST OF I-695,0.7,https://chart.maryland.gov/Video/GetVideo/8000825e004200a9005fd336c4235c0a,39.322598,-76.474365,MD,,702,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,MD 702 E OF I-695 (403051),8000825e004200a9005fd336c4235c0a,1729719295987
214,I-495 AT MD 97,10.5,https://chart.maryland.gov/Video/GetVideo/4e00dc82005e00bd0058fa36c4235c0a,39.013603,-77.04067,IS,,495,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,315012,4e00dc82005e00bd0058fa36c4235c0a,1729719295987
215,RWIS MD 213 AT SASSAFRAS RIVER,40.7,https://chart.maryland.gov/Video/GetVideo/0601b947006500d40050fa36c4235c0a,39.3635,-75.88154,MD,,213,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 213 AT SASSAFRAS,0601b947006500d40050fa36c4235c0a,1729719295987
216,RWIS MD 43 AT MD 150,8.64,https://chart.maryland.gov/Video/GetVideo/85ffb0bb00a200ab0050fa36c4235c0a,39.337215,-76.418495,MD,,43,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 43 AT MD 150,85ffb0bb00a200ab0050fa36c4235c0a,1729719295987
217,Colesville Rd (US 29) at Dale Dr (MD 391)(CAM 65),1.5,https://chart.maryland.gov/Video/GetVideo/7b01c17e02630075004d823633235daa,39.005165,-77.02323,US,,29,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,Colesville Rd (US 29) at Dale Dr (MD 391),7b01c17e02630075004d823633235daa,1729719295987
218,US 50 WEST AT SANDY POINT,51.24,https://chart.maryland.gov/Video/GetVideo/3200f6fe0080000b005dd336c4235c0a,39.017776,-76.409546,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 WEST AT SANDY POINT (502013),3200f6fe0080000b005dd336c4235c0a,1729719295987
219,US 40 S HATEM BRIDGE,203.07,https://chart.maryland.gov/Video/GetVideo/e601657a00e5006a0062d336c4235c0a,39.555595,-76.09986,US,,40,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,US 40 / S HATEM BRIDGE (C-62A),e601657a00e5006a0062d336c4235c0a,1729719295987
220,I-97 N. of  EX 10 BENFIELD BLVD,10.2,https://chart.maryland.gov/Video/GetVideo/1e010edb006a00bb004af03676235daa,39.102287,-76.629074,IS,,97,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,502005,1e010edb006a00bb004af03676235daa,1729719295987
221,Clarksburg Rd (MD 121) at I-270 (CAM 122),18.4,https://chart.maryland.gov/Video/GetVideo/2d00cd8100080075004d823633235daa,39.231495,-77.28498,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Clarksburg Rd (MD 121) at I-270,2d00cd8100080075004d823633235daa,1729719295987
222,Medical Center Dr at I-95/495,15.83,https://chart.maryland.gov/Video/GetVideo/8b00620b00e100820065d336c4235c0a,38.90696,-76.85035,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,316059,8b00620b00e100820065d336c4235c0a,1729719295987
223,I-95/495 AT US 1,25.0,https://chart.maryland.gov/Video/GetVideo/440020db006e00800045833633235daa,39.01912,-76.923035,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT US 1 (316033),440020db006e00800045833633235daa,1729719295987
224,I-95 S of Frenchtown Rd (C009) MP 92.2,106.9,https://chart.maryland.gov/Video/GetVideo/2300899400e40039004606363d235daa,39.58592,-76.08087,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C009,2300899400e40039004606363d235daa,1729719295987
225,I-83 AT MIDDLETOWN RD,27.61,https://chart.maryland.gov/Video/GetVideo/4c017c33003f00a9005fd336c4235c0a,39.63244,-76.672005,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,403050,4c017c33003f00a9005fd336c4235c0a,1729719295987
226,US 1 South of MD 32,16.82,https://chart.maryland.gov/Video/GetVideo/62006cbf00a000dc0065d336c4235c0a,39.137123,-76.81378,US,,1,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,713030,62006cbf00a000dc0065d336c4235c0a,1729719295987
227,I-695 W of Quarantine Rd (C050) MP 50.4,15.96,https://chart.maryland.gov/Video/GetVideo/aa002ea0c47601b8004606363d235daa,39.205063,-76.56518,MD,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 W OF QUARANTINE RD (C-050),aa002ea0c47601b8004606363d235daa,1729719295987
228,ICC MD 200 EB W OF 182 LAYHILL RD MM 10.4 (C215),10.4,https://chart.maryland.gov/Video/GetVideo/d7006b8f001c00bd004e3336c4235c0a,39.099857,-77.04359,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200E W of 182 MM 10.4 (C-215),d7006b8f001c00bd004e3336c4235c0a,1729719295987
229,I-95 N PAST EXIT 61 MM 60.0 (C042A on TRS 8082),59.61,https://chart.maryland.gov/Video/GetVideo/1601e0b4007c00340055fa36c4235c0a,39.308456,-76.53131,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,C-42A,1601e0b4007c00340055fa36c4235c0a,1729719295987
230,"ICC MD 200 WB, Deckover Interior, MM 4.7 (C207)",4.6,https://chart.maryland.gov/Video/GetVideo/b000389a059e004b004d06363d235daa,39.13764,-77.13306,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB, DECKOVER INTERIOR, MM 4.6 (C-207)",b000389a059e004b004d06363d235daa,1729719295987
231,US 50 E. OF SEVERN RIV,46.04,https://chart.maryland.gov/Video/GetVideo/a3000f3401a1000b005dd336c4235c0a,39.011177,-76.49947,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,502014,a3000f3401a1000b005dd336c4235c0a,1729719295987
232,"I-695 I/L East of I-95 (C025), MM 32.6",32.02,https://chart.maryland.gov/Video/GetVideo/4300479301dd00d9005cd336c4235c0a,39.346127,-76.49526,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 Inner Loop Past I-95,4300479301dd00d9005cd336c4235c0a,1729719295987
233,WW Bridge MD Pedestrian,0.6,https://chart.maryland.gov/Video/GetVideo/7e0106cf00240070004602366d235daa,38.79309,-77.03523,IS,,95,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,316055,7e0106cf00240070004602366d235daa,1729719295987
234,I-895 at Shell Rd (C038)  MM 7.9,7.73,https://chart.maryland.gov/Video/GetVideo/a9014bc3044b0160004806363d235daa,39.24085,-76.593994,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 AT SHELL RD (C-038),a9014bc3044b0160004806363d235daa,1729719295987
235,MD 404 EAST OF MD 312,10.44,https://chart.maryland.gov/Video/GetVideo/f3ff10ed018300c0005cd336c4235c0a,38.91392,-75.89134,MD,,404,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 404 E OF MD 312 (205002),f3ff10ed018300c0005cd336c4235c0a,1729719295987
236,US 40 S Pier #18 Hatem Br (C063),203.57,https://chart.maryland.gov/Video/GetVideo/5e012cb424680007004806363d235daa,39.55971,-76.092224,US,,40,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,US 40 S PIER #18 HATEM BR (C-063),5e012cb424680007004806363d235daa,1729719295987
237,MD 140 at Balt Co Line,17.99,https://chart.maryland.gov/Video/GetVideo/6700b9e700f300040053fa36c4235c0a,39.4894,-76.87221,MD,,140,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 140 AT BALT CO LINE (403052),6700b9e700f300040053fa36c4235c0a,1729719295987
238,I-95/495 AT MD-5,7.19,https://chart.maryland.gov/Video/GetVideo/76001126000a000e004ee33696235daa,38.820328,-76.9213,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT MD 5 (316022),76001126000a000e004ee33696235daa,1729719295987
239,US 50 AT MD 2 - Ex 23 (Parole Twr),18.55,https://chart.maryland.gov/Video/GetVideo/8801f65800f700d700437a45351f0214,38.985447,-76.53211,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,502002,8801f65800f700d700437a45351f0214,1729719295987
240,RWIS US 13 AT US 113 (South),4.5,https://chart.maryland.gov/Video/GetVideo/f1003d4002aa00fa0051fa36c4235c0a,38.064312,-75.54783,US,,13,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 13 AT US 113 (SOUTH),f1003d4002aa00fa0051fa36c4235c0a,1729719295987
241,US 1 AT MD 175,19.73,https://chart.maryland.gov/Video/GetVideo/6c016ae3006a00fb0064d336c4235c0a,39.17217,-76.785355,US,,1,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 1 AT MD 175 (713033),6c016ae3006a00fb0064d336c4235c0a,1729719295987
242,"ICC MD 200 EB W OF MUNCASTER, MM 5.6 (C210)",5.6,https://chart.maryland.gov/Video/GetVideo/da0039a900af0059004d06363d235daa,39.12775,-77.121,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 EB, W of RT 115, MM 5.6 (C-210)",da0039a900af0059004d06363d235daa,1729719295987
243,Frederick Rd (MD 355) at Ridge Rd (MD 27)(CAM 120),19.69,https://chart.maryland.gov/Video/GetVideo/d400c13500070075004d823633235daa,39.20456,-77.245834,MD,,355,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Frederick Rd (MD 355) at Ridge Rd (MD 27),d400c13500070075004d823633235daa,1729719295987
244,"ICC MD 200 WB AT CRABBS BRANCH WAY, MM 2.2 (C201)",2.54,https://chart.maryland.gov/Video/GetVideo/c50024ab00ad0059004d06363d235daa,39.130302,-77.17176,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB AT CRABBS BRANCH WAY, MM 2.2 (C-201)",c50024ab00ad0059004d06363d235daa,1729719295987
245,I-795 AT COCKEYS MILL RD,8.34,https://chart.maryland.gov/Video/GetVideo/60000d3b003300ba004be2369e235daa,39.46434,-76.83769,IS,,795,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403033,60000d3b003300ba004be2369e235daa,1729719295987
246,"ICC MD 200 WB N/METRO ACCESS RD, MM 2.9 (C202)",2.9,https://chart.maryland.gov/Video/GetVideo/2a012b0800ae0059004d06363d235daa,39.13717,-77.16274,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB N/METRO ACCESS RD, MM 2.9 (C-202)",2a012b0800ae0059004d06363d235daa,1729719295987
247,I-695 AT PULASKI HWY,190.43,https://chart.maryland.gov/Video/GetVideo/cf013c5801f700d700437a45351f0214,39.33218,-76.48729,US,,40,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,I-695 AT PULASKI HWY (403019),cf013c5801f700d700437a45351f0214,1729719295987
248,US 15 AT MD 26,15.14,https://chart.maryland.gov/Video/GetVideo/ccffd39d00a000e90056fa36c4235c0a,39.44171,-77.404366,US,,15,['Western MD'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,US 15 AT MD 26 (710005),ccffd39d00a000e90056fa36c4235c0a,1729719295987
249,WPL C-519 at Gantry N-31,47.12,https://chart.maryland.gov/Video/GetVideo/89016c1a007100d90063d336c4235c0a,38.976395,-76.30968,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-519 at Gantry N-31,89016c1a007100d90063d336c4235c0a,1729719295987
250,I-695 AT EXIT 32 US 1 BELAIR RD,30.04,https://chart.maryland.gov/Video/GetVideo/e1ffe9c300a600dd005cd336c4235c0a,39.369488,-76.513985,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 AT US 1 BELAIR RD (403017),e1ffe9c300a600dd005cd336c4235c0a,1729719295987
251,I-95 N of Md 24 Ex 77 (C018) MM 76.7,91.36,https://chart.maryland.gov/Video/GetVideo/d801490d01350160004806363d235daa,39.458298,-76.30644,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C018,d801490d01350160004806363d235daa,1729719295987
252,US 301 HWN BRIDGE G13,0.8,https://chart.maryland.gov/Video/GetVideo/fc017155004a00330063d336c4235c0a,38.3615,-77.00117,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G13 C-315,fc017155004a00330063d336c4235c0a,1729719295987
253,US 29 SOUTH AT MD 198,10.71,https://chart.maryland.gov/Video/GetVideo/7b00633500950099005fd336c4235c0a,39.11162,-76.92926,US,,29,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,US 29 S AT MD 198 (315013),7b00633500950099005fd336c4235c0a,1729719295987
254,I-95 N of I-895 Split (C028) MP 14.7,14.63,https://chart.maryland.gov/Video/GetVideo/5f00c39300e70039004606363d235daa,39.31936,-76.533966,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C028,5f00c39300e70039004606363d235daa,1729719295987
255,I-795 AT OWINGS MILLS BLVD,4.04,https://chart.maryland.gov/Video/GetVideo/c400ed1700f60018005cd336c4235c0a,39.41277,-76.79312,IS,,795,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403045,c400ed1700f60018005cd336c4235c0a,1729719295987
256,MD 214 AT RITCHIE RD,2.81,https://chart.maryland.gov/Video/GetVideo/4201af5801f700d700437a45351f0214,38.889507,-76.86239,MD,,214,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,MD 214 AT RITCHIE RD.,4201af5801f700d700437a45351f0214,1729719295987
257,I-97 S OF I-695,16.9,https://chart.maryland.gov/Video/GetVideo/b1011f5800f700d700437a45351f0214,39.19401,-76.63291,IS,,97,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,502019,b1011f5800f700d700437a45351f0214,1729719295987
258,Frederick Rd (MD 355) at Shady Grove Rd (CAM 57),1.6,https://chart.maryland.gov/Video/GetVideo/9c00a1c202600075004d823633235daa,39.122543,-77.17872,IS,,370,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Frederick Rd (MD 355) at Shady Grove Rd,9c00a1c202600075004d823633235daa,1729719295987
259,US 29 N AT MD 108,21.06,https://chart.maryland.gov/Video/GetVideo/f5005d0a00410098005fd336c4235c0a,39.239655,-76.83728,US,,29,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,US 29 N AT MD 108 (713017),f5005d0a00410098005fd336c4235c0a,1729719295987
260,MD 24 at Jarrettsville Road,13.94,https://chart.maryland.gov/Video/GetVideo/e1ffe19600f100a2005afa36c4235c0a,39.58444,-76.38481,MD,,24,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 24 AT JARRETTSVILLE ROAD,e1ffe19600f100a2005afa36c4235c0a,1729719295987
261,I-95 N of Md 272 (C003) MP 99.9,114.45,https://chart.maryland.gov/Video/GetVideo/5c0161f800e10039004606363d235daa,39.632072,-75.95665,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C003,5c0161f800e10039004606363d235daa,1729719295987
262,US 29 NORTH AT MD 198,10.73,https://chart.maryland.gov/Video/GetVideo/33000ab5004b0005004be33696235daa,39.112087,-76.92907,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,US 29 N AT MD 198 (315010),33000ab5004b0005004be33696235daa,1729719295987
263,I-495 at Bradley Blvd,3.69,https://chart.maryland.gov/Video/GetVideo/1f018d5800f700d700437a45351f0214,39.009304,-77.151794,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,315004,1f018d5800f700d700437a45351f0214,1729719295987
264,RWIS I-68 EB AT MD 55,36.19,https://chart.maryland.gov/Video/GetVideo/0001ba0e00fa006d0054fa36c4235c0a,39.639397,-78.89244,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS I-68 EB AT MD 55,0001ba0e00fa006d0054fa36c4235c0a,1729719295987
265,I-270 & W Montgomery Ave (MD 28)(CAM 90),6.47,https://chart.maryland.gov/Video/GetVideo/df012178036c0075004d823633235daa,39.085808,-77.174126,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & W Montgomery Ave (MD 28),df012178036c0075004d823633235daa,1729719295987
